file,kappa_mean,kappa_median,exact_mean_%,adjacent_mean_%,mae_dim_mean,rho_total,mae_total,n_dimensions_evaluated
llm_results/full_active.csv,0.16404979936224173,0.14550060957025285,63.69339879978178,96.1811238406983,0.4012547735951991,0.6313061357138557,13.576923076923077,46
llm_results/full_baseline.csv,0.1519625842423171,0.12007648183556396,60.638297872340424,95.55373704309876,0.4380796508456082,0.5975949771373856,15.743589743589743,47
llm_results/full_cot.csv,0.17027282321642498,0.16269064910321945,62.084015275504626,95.52645935624658,0.42389525368248765,0.6128954386519042,15.23076923076923,46
llm_results/full_critique.csv,0.1756784022625222,0.15304704919873596,62.22040370976541,96.01745771958538,0.417621385706492,0.6590219415183608,14.782051282051283,46
llm_results/full_decomposed.csv,-0.0206362041983018,-0.03377110694183849,55.319148936170215,92.95671313279533,0.5172413793103449,-0.042912866681154065,59.76923076923077,47
llm_results/full_deliberative.csv,0.1587721372092686,0.12731481481481488,60.720130932896886,95.44462629569011,0.4383524277141299,0.5908135144767449,15.85897435897436,47
llm_results/full_few.csv,0.1701852724063659,0.15949639120914766,61.865793780687405,94.95362793235135,0.43180578286961274,0.516748427173681,15.987179487179487,46
llm_results/full_react.csv,0.1688833505806385,0.16371439206498656,62.029459901800315,95.60829241680308,0.4236224768139663,0.6434653881066725,15.115384615384615,46
llm_results/full_sc.csv,0.17777068888813957,0.16839405421160014,63.88434260774685,95.96290234588106,0.4015275504637207,0.6383233049401097,13.76923076923077,46
llm_results/full_zero.csv,0.1941865957651971,0.18232309979882794,71.49481723949809,96.69939989088925,0.3180578286961266,0.5667623699344605,4.948717948717949,46
llm_results/sections_active.csv,0.12137114818122834,0.08576245784938191,55.75559192580469,91.76213857064921,0.524822695035461,0.505294204400367,19.974358974358974,46
llm_results/sections_baseline.csv,0.10855279355067876,0.06506849315068497,53.000545553737034,91.29841789416258,0.5570103655210039,0.5016400395088125,22.0,47
llm_results/sections_cot.csv,0.12126428931506351,0.09625668449197855,53.57337697763229,91.13475177304964,0.5529187124931806,0.49720115778433566,21.935897435897434,47
llm_results/sections_critique.csv,0.1197780013079047,0.08235294117647063,53.709765411893066,91.35297326786687,0.5493726132024005,0.5514950638724991,21.692307692307693,47
llm_results/sections_decomposed.csv,0.12786384353478666,0.09164556962025316,55.53737043098745,92.00763775231859,0.5245499181669394,0.487832124644918,20.371794871794872,47
llm_results/sections_deliberative.csv,0.11685462214781228,0.08641332639250399,53.79159847244953,91.24386252045825,0.5496453900709218,0.5244919978853574,21.67948717948718,47
llm_results/sections_few.csv,0.1173405586700858,0.07184260240519746,53.54609929078014,90.39825422804147,0.560556464811784,0.5056410625965172,22.192307692307693,46
llm_results/sections_react.csv,0.11267470026915226,0.08085325993462922,54.36442989634478,91.24386252045825,0.5439170758319694,0.4913197961084549,21.153846153846153,47
llm_results/sections_sc.csv,0.12235698561138918,0.08195292066259818,56.192034915439166,91.7075831969449,0.5210038188761593,0.4833284130809607,19.974358974358974,47
llm_results/sections_zero.csv,0.11958186274652072,0.09747955049968471,62.90234588106927,94.70812875068194,0.4238952536824877,0.5017322290853258,10.743589743589743,46
